image_id,xmin,ymin,xmax,ymax,names
new_data0.jpeg,448,115,751,238,rouille
new_data0.jpeg,478,663,568,834,rouille
new_data0.jpeg,662,717,841,1002,rouille
new_data0.jpeg,528,776,636,1125,rouille
new_data0.jpeg,52,517,420,635,rouille
new_data0.jpeg,783,533,956,638,rouille
new_data1.jpeg,127,100,575,396,rouille
new_data1.jpeg,313,254,933,490,rouille
new_data1.jpeg,205,472,677,865,rouille
new_data1.jpeg,87,784,559,1279,rouille
new_data1.jpeg,114,323,201,595,rouille
new_data1.jpeg,232,665,652,972,rouille
new_data1.jpeg,252,454,670,718,rouille
new_data10.jpeg,267,277,641,533,rouille
new_data10.jpeg,245,698,602,934,rouille
new_data10.jpeg,607,614,832,933,rouille
new_data10.jpeg,148,441,483,595,rouille
new_data10.jpeg,774,175,960,564,rouille
new_data10.jpeg,569,792,764,1280,rouille
new_data10.jpeg,829,657,960,844,rouille
new_data10.jpeg,453,800,644,1135,rouille
new_data10.jpeg,286,585,668,698,rouille
new_data10.jpeg,646,314,780,544,rouille
new_data10.jpeg,564,1,721,237,rouille
new_data10.jpeg,561,108,632,338,rouille
new_data10.jpeg,711,17,774,290,rouille
new_data10.jpeg,795,794,918,1046,rouille
new_data11.jpeg,346,254,572,354,rouille
new_data11.jpeg,113,2,215,265,rouille
new_data11.jpeg,6,272,206,460,rouille
new_data11.jpeg,11,621,286,922,rouille
new_data11.jpeg,421,548,688,841,rouille
new_data11.jpeg,618,422,824,625,rouille
new_data11.jpeg,663,673,933,761,rouille
new_data11.jpeg,318,481,411,668,rouille
new_data11.jpeg,559,394,606,506,rouille
new_data11.jpeg,345,835,522,1153,rouille
new_data11.jpeg,253,1053,363,1276,rouille
new_data11.jpeg,264,131,351,299,rouille
new_data12.jpeg,236,307,503,531,rouille
new_data12.jpeg,486,441,860,745,rouille
new_data12.jpeg,494,571,845,881,rouille
new_data12.jpeg,178,915,364,1204,rouille
new_data12.jpeg,55,642,199,745,rouille
new_data12.jpeg,186,491,301,738,rouille
new_data12.jpeg,67,519,301,730,rouille
new_data12.jpeg,5,1044,271,1280,rouille
new_data12.jpeg,46,819,152,1114,rouille
new_data13.jpeg,371,2,533,472,rouille
new_data13.jpeg,2,513,407,667,rouille
new_data13.jpeg,702,127,898,606,rouille
new_data13.jpeg,369,630,519,1030,rouille
new_data13.jpeg,586,584,706,1030,rouille
new_data13.jpeg,583,4,869,292,rouille
new_data14.jpeg,240,700,714,964,rouille
new_data14.jpeg,1,98,101,396,rouille
new_data14.jpeg,431,1160,955,1276,rouille
new_data14.jpeg,318,1200,535,1280,rouille
new_data14.jpeg,147,3,295,117,rouille
