image_id,xmin,ymin,xmax,ymax,names
new_data594.jpeg,279,530,452,640,othyorinques
new_data594.jpeg,410,372,493,471,othyorinques
new_data594.jpeg,362,577,478,794,othyorinques
new_data594.jpeg,789,419,867,519,othyorinques
new_data595.jpeg,223,275,451,703,othyorinques
new_data596.jpeg,487,508,735,737,othyorinques
new_data597.jpeg,229,477,708,702,othyorinques
new_data598.jpeg,99,473,334,804,othyorinques
new_data598.jpeg,318,699,471,1230,othyorinques
new_data598.jpeg,369,395,517,544,othyorinques
new_data599.jpeg,114,437,349,781,othyorinques
new_data599.jpeg,332,664,486,1208,othyorinques
new_data600.jpeg,452,234,530,384,othyorinques
new_data600.jpeg,601,407,882,465,othyorinques
new_data600.jpeg,424,581,522,802,othyorinques
new_data600.jpeg,545,658,622,938,othyorinques
new_data601.jpeg,415,518,503,735,othyorinques
new_data601.jpeg,526,569,595,838,othyorinques
new_data601.jpeg,438,194,513,334,othyorinques
new_data601.jpeg,510,431,613,549,othyorinques
new_data602.jpeg,492,827,642,888,othyorinques
new_data602.jpeg,396,1014,514,1140,othyorinques
new_data602.jpeg,409,769,490,846,othyorinques
new_data602.jpeg,403,407,495,554,othyorinques
new_data602.jpeg,314,1000,371,1076,othyorinques
new_data602.jpeg,310,849,445,927,othyorinques
new_data603.jpeg,510,461,591,645,othyorinques
new_data603.jpeg,576,519,801,652,othyorinques
new_data603.jpeg,801,129,921,499,othyorinques
new_data603.jpeg,524,741,595,892,othyorinques
new_data603.jpeg,1,731,295,981,othyorinques
new_data603.jpeg,249,881,467,994,othyorinques
new_data603.jpeg,776,650,911,971,othyorinques
new_data603.jpeg,259,665,487,864,othyorinques
new_data603.jpeg,272,1153,480,1280,othyorinques
new_data603.jpeg,495,948,624,1280,othyorinques
new_data604.jpeg,141,604,479,840,othyorinques
new_data604.jpeg,678,384,765,552,othyorinques
new_data604.jpeg,771,426,960,552,othyorinques
new_data604.jpeg,424,1014,611,1149,othyorinques
new_data604.jpeg,428,569,676,729,othyorinques
new_data604.jpeg,448,850,541,1031,othyorinques
new_data604.jpeg,559,837,628,941,othyorinques
new_data605.jpeg,189,491,401,714,othyorinques
new_data605.jpeg,394,535,544,938,othyorinques
new_data605.jpeg,486,463,610,642,othyorinques
new_data605.jpeg,266,595,408,988,othyorinques
new_data606.jpeg,292,396,401,606,othyorinques
new_data606.jpeg,401,808,503,967,othyorinques
new_data606.jpeg,453,634,615,719,othyorinques
new_data606.jpeg,188,731,367,823,othyorinques
new_data606.jpeg,428,722,657,825,othyorinques
new_data606.jpeg,1,476,114,827,othyorinques
new_data607.jpeg,263,734,517,864,othyorinques
new_data607.jpeg,6,900,211,1090,othyorinques
new_data607.jpeg,472,842,599,1199,othyorinques
new_data607.jpeg,268,1135,424,1230,othyorinques
new_data607.jpeg,478,333,598,681,othyorinques
new_data607.jpeg,733,318,822,522,othyorinques
new_data607.jpeg,590,685,811,810,othyorinques
new_data607.jpeg,240,667,307,817,othyorinques
new_data607.jpeg,325,930,449,1160,othyorinques
new_data607.jpeg,746,569,825,644,othyorinques
new_data607.jpeg,253,1161,376,1280,othyorinques
new_data607.jpeg,237,941,319,1107,othyorinques
new_data608.jpeg,492,294,606,575,othyorinques
new_data608.jpeg,164,479,502,575,othyorinques
new_data608.jpeg,386,680,515,967,othyorinques
new_data608.jpeg,315,638,517,745,othyorinques
new_data608.jpeg,755,510,879,667,othyorinques
new_data609.jpeg,432,346,518,503,othyorinques
new_data609.jpeg,333,798,459,873,othyorinques
new_data609.jpeg,255,858,369,930,othyorinques
new_data609.jpeg,414,963,532,1092,othyorinques
new_data609.jpeg,514,772,669,841,othyorinques
new_data609.jpeg,330,944,386,1023,othyorinques
new_data609.jpeg,430,711,509,790,othyorinques
new_data609.jpeg,633,423,749,479,othyorinques
new_data610.jpeg,52,673,238,760,othyorinques
new_data610.jpeg,374,675,649,815,othyorinques
new_data610.jpeg,324,757,406,1045,othyorinques
new_data610.jpeg,188,790,263,990,othyorinques
new_data610.jpeg,359,534,461,653,othyorinques
new_data610.jpeg,72,757,184,922,othyorinques
new_data610.jpeg,282,322,342,499,othyorinques
new_data610.jpeg,165,564,337,637,othyorinques
new_data610.jpeg,446,446,506,560,othyorinques
new_data610.jpeg,725,371,830,413,othyorinques
new_data611.jpeg,119,587,328,690,othyorinques
new_data611.jpeg,463,598,765,738,othyorinques
new_data611.jpeg,410,694,494,996,othyorinques
new_data611.jpeg,253,719,340,945,othyorinques
new_data611.jpeg,359,222,428,427,othyorinques
new_data611.jpeg,228,494,407,560,othyorinques
new_data611.jpeg,448,448,561,576,othyorinques
new_data611.jpeg,834,285,938,329,othyorinques
new_data611.jpeg,136,687,259,854,othyorinques
new_data612.jpeg,499,518,605,744,othyorinques
new_data612.jpeg,274,494,402,642,othyorinques
new_data612.jpeg,346,530,451,804,othyorinques
new_data612.jpeg,14,680,207,841,othyorinques
new_data612.jpeg,426,191,511,361,othyorinques
